Anonymized Message,Valence
"is having so much fun with her crazy family in Sea Isle City New Jersey! &hearts, :)",6
"i never realized how many great pics of great people i have. Im trying to bring them over to here.  fun fun fun.  We went to the dali museum today, I haven't been since 98, then we played at the park.. It was a spectacular day.",6
"Had a great practice with TTS on Wednesday night, have IDSFA practice tonight, I've got the girls until Tuesday morning, AND it looks like I did pretty well in both my classes. All in all, a pretty good week so far, and all signs point to next week being even better.",6
HAY FRIENDS WHERE ARE YOU ALL ?,6
is not going to school today :D.,6
lovin this wilmington weather...it's winter here???? :o),6
today feels too good to be true. when will that other shoe drop?,6
"awesome you had agood time,go to ASTROS VS METS FRIDAY HOUSTON,look out weiners n beer,wish u were here",6
Ready to have a great weekend!!!!     =),6
Thx to the one who showed up for my dinner..,6
"Vegas tomorrow, KU on monday!!!!",6
is welcoming his last year as a teenager!,6
Bowling League tonight....GO THUNDERBALLS!,6
had a fun night,6
"Had a good Birthday, went to Disney with some Co-Workers and hung out, I was happy :)",6
Studying for two test  for Friday. I can  taste all the wine I will drink this weekend as a reward.....,6
Bout time!  Shorts and T-shirt weather!,6
glass cuts faster and deeper than a knife the luver bleeds slower than the heart i should have tried to difusse that glass bomb naked now im all shiny and red =],6
is in an Empire state of mind for far too many reasons.,6
Sticks and stones may break my bones but wipes and chains excite me!!!!   True story!!!,6
Finally decided on a new name for kitty! Sassafras :),6
One more day to work. Im so ready for the weekend. I got to find something to get into. lol. Maybe baby and me can go on a lil date. *Joy*,6
"well I'm on top of mammy again! oi Sam look up ERE!!\  hehehe\""""",6
"FEB 21 to MAR 21		Residential Treatment Facility	PO Box 501	Limestone, Maine. 04750	Attention: Mark McFarland 		I would really like to get some mail and support!!!",6
I hope everything goes well!!! Haaaaayyyyyyy.........,6
i have a feeling my doggie will have puppies today :],6
"First day learn how to dive, It was so fun XD ..............and I almost ran into a tree",6
I am on cloud nine right now.,6
Well I'm over the quizzes for the moment..........Pretty uneventful weekend due to the fact I am on call for work.  It sucks but at least I'll be happy when I get my paycheck!,6
"key to a good italian tomato sauce is plenty of garlic, seasoning at low heat. then wack up the temp, add the chopped tomatoes, so they sizzle and squirm!!! gorgeous!",6
cats! i looove!cats!,6
Thanks for all the birthday love! Now could someone just fix my back?,6
is looking forward to girls' night. <3,6
is scholarship searching with Aunt <PERSON> soon. I'm glad I have an Aunt who is in medicine! I would be lost with her!,6
Paintballin' is awesome,6
"If you have any history or family history of ovarian, cervical or breast cancer then you need to have these test done annually.  I have to have a hysterectomy on Oct 12th.",6
Glad to be home - after a couple days of fun in San Francisco!,6
"I am very happy my Java application: Bible Reading Plan 1 year for Java All\ is affecting lives all over the world""",6
#76 I cant belive i actually got to talk to a girl on Chat Roulette and a cute one ontop of that,6
"Congratulations to Magnificent <PERSON> The only utterly un-celebrated five time\ world champion....\""""",6
"My novel about gay ppl is going to be as popular as the hero Velcro Man, who fixes the velcro on the pants and shoes of ppl lying under rubble. I just get that feeling.",6
<PERSON>l: <PERSON>! come in here and watch this with me!        Me: What is it.        <PERSON>: Come in here and you'll find out!! :D        Me: I will not watch Dragon Ball Z with you.       <PERSON>: DID YOU KNOW THERE'S A NEW ONE EVERY TUESDAY AND THURSDAY. NOW I HAVE SOMETHING TO LOOK FORWARD TO!!!! 8D,6
The color of your bra made the news BUT WILL THIS? Let's support our troops. If you support our troops please post this on your status and leave it for at least one hour. There should be no excuses from anyone!! This should appear in everyone's status! Please do this for the ones that make this...The Land Of The Free and the Home Of the Brave..,6
happy beerday to me... sa lhat ng nag greet.. THANK YOU SOO MUCH....MWAAAHH...sana nest bday Ko jan p din kau....,6
Today my son <PERSON>turned 8 so we went to Chucky Cheese and then to Logans for dinner.  We had an awesome time.  Sometimes I wish they didn't grow so fast.  I miss the time when he was a baby and I would fall asleep on the couch with him on my chest.,6
yay!!!! first round of xams finally over..... now lfy seems to be a life,6
"Wow <PERSON> got his ass beat up for 4 1/2 rounds and managed to win, I still can't believe it.",6
american idol season 8 on star world <3,6
Just got finished studing for Civics final and Science test. School Dance with <PERSON>tommarow.,6
WOOO 4 more days till craziness reaches a whole new level!! <3,6
bunking office and staying at home doing nothing rocks!!!!!!,6
Advance Merry Christmas sa lahat ng mga fb reryan,6
"<< Without you, one night alone, is like a year without you baby >>		---Soundtrip usa ta bago magstudy---	<3 <3 <3",6
thanks for all the b-day wishes,6
Finished my outline!,6
Getting ready to go out with the babe...,6
"Having a blast in House of Dereon! Sasha baby, you are the greatest!",6
Omg...I'm 24!! Thank you guys <3,6
"is so tired of these micro braids. Someone please come help me take them OUT!!! On another note, I've been smiling ever since Thankgiving. I had a lot to be thankful for.",6
cannot wait for tomorrow's soccer game! U-S-A! U-S-A! Beat Brazil!,6
86-92 All I can say is well done Celtics 2-3!!!!!!!!!!!  #TEAMCELTICS!,6
"birthday well spent :). and i hope we're still chill. i like the status wars, hate that they just randomly stopped.",6
HAPPY BIRTHDAY TO ME! BIG 20!,6
"Ugh, finally got home. Started work today at 9 am with screaming kid and just now got done with work at 1 am after dealing with screaming twilight fans. Bed time for me :)",6
woke up with an awesome hangover.  Thanks for your birthday wishes!,6
"got to be acting Academic Team captain at Quiz Bowl, and it made her very happy. Hermitage Team came it second-to-last, but it was still loads of fun.",6
Santa is coming!  Santa is coming!,6
"dinner out with mom, grandma, <PERSON> and <PERSON>for my birthday.  Hope it's fun!",6
Motion City Soundtrack puts this smile on my face-->    :D,6
hiiiiii guys........... thanx for all the wishes!!!!!!!!!!,6
saw paranormal activity yesterday and it was awsome!!! not as good as i thought but amazingly real :D!,6
No work on Friday! Happy 4th everyone!,6
Hey Everyone the JDRF (Juvenile Diabetes Research Foundation) Walk for a Cure is coming. Please help me reach my fund raising goal. I  figured that $5 from each of my friends would achieve the goal. Follow the link on my profile tab if you can help. And Thanks to all!,6
Our Wedding Anniversary tonight...,7
getting ready for the big move people,7
would like to send a shout out and thanks to his little helper this weekend.,7
going to atl this weekend to see my mawmaw,7
Hot pot!,7
"6 down, 3 to go, come on S4S! Make me a happy guy! :)",7
Got my new tat! I got it on my cest. I didnt get to finish it cuz it hurt too fucking much. Fuckin awesome lookin tho,7
Reggie Bush is the MAN!!!!,7
Finally got a working phone again....and its nice!,7
"Thanks for the B-day wishes everybody! I had a great day...Saints mopped the floor with the Giants(5-0 Woo, Hoo!), then we had sushi! Who could ask for more?!",7
fun in the sun!!,7
wow so many people from school have found me lately. i'm really happy that they even remember me. i miss you guys,7
"Happy bday to my angel <PERSON>...I miss you and love you. See you soon...\""""",7
"Yay~ going to Ontario Mills with <PERSON> and <PERSON> For her birthday~ >u< Pfftt but she's late, as I expected... =3=#",7
Wow-so many bday wishes continue to come-thanks so much everyone!...and I have to give a shout out to the BEST sous chef working to prepare us an awesome dinner at the Hyeholde in Moon-Amy Hebster's man-<PERSON>!!,7
I GOT DEM BRAIN DAWGS!,7
Wow... Dad. Awesome moment of my teenage life? I think it falls in there. Thanks! =],7
You guys are great.,7
"tHANk U EVERy1 4 All tHE HAPPy BDAyS . i HAD fUN , DiNNER N a MOViE tHANkS BABE .",7
is touched by all the birthday wishes. THANK YOU ALL!!!!!!!!!!!!!!!! XOXOXOX  My smile is so big it can split my face !!! :))))))))))))))))),7
"Had a LOOONGG but great day at work... now its time to sit back and relax the best way i can ,)",7
One mo gen upportin one of ma boyz as they take dat plunge BEST WISHES <PERSON> AND <PERSON> Im honored to stand with you as you embark on the next chapter in your life.  LOVE YOU GUYS LIKE A PLAY COUSIN!,7
"After such a long time, I finally get to receive  my package!!! Although I need to declare my medical status, I don't  need to do any medical checkup!! WOOTS !!! :D",7
Wow! Fun wedding =P Congradulations <PERSON> and <PERSON>!,7
yayy! electric guitar!!,7
"Thanks for all the B-day wishes.  Unfortunetly, I've been sick since then.  But I'm better now and just in time to leave tomorrow for PUERTO RICOOOO!!!",7
My birthday is tomorrow!!!! so excited,7
thanks for the birthday wishes everyone!!!,7
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,7
is having such a great day!! thanks so so much for all of the birthday wishes/blessings/love!!!,7
is enjoying her day off!!,7
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,7
Goodluck guys!...,7
tryouts 2day!!! im so excited,7
"Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT, but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!",7
Thanks for all the B day wishes!!,7
"dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace",7
24th birthday is now officially: BEST BIRTHDAY EVER,7
fun night out! excited for tomorrow!,7
Man its a beautiful day think im gonna go for a drive... dont know where and dont know how long... T tops will be off and music will be a blastin thats for sure!,7
"thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama",7
YAY!!! I GOT MY PASS BACK!!!,7
yipeeeee !,7
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!,7
The photos rock! Thanks Fiona! * Hugs *,7
would like to say a huge thankyou for all the lovely birthday wishes. i had a lovely relaxed day now i am getting old this is all my body can take.,7
is so glad to be home from work.Merry Christmas to all.,7
Thank you everyone you make me feel so loved :),7
"Happy 4th yo! Now, let's see some pretty lights and explosions...not necessarily in that order in or in same time frame! XD",7
Cant wait till wednesday cause im goin to Angels house and not goin home till Monday!,7
Tonite...let me think...:))) it's gonna be FUN!!,7
I am so excited for tomarrow !!!!!,7
ITs great morning to hit the gym!!!!,7
Happy new Year yall,7
"friends do come and go,,, and I'm very thankful for those who chose to stay,,, 'coz they think that I'm a PERFECT FRIEND for them.. through all the trials we encountered, still, we stick together!! i love you GFs & BFs!!!",7
merry christmas everyone!!!!!!!!!!!!!!!!!!!!!!!,7
just got bk frm spain nd im soo tired but got a tan nd had great time :-),7
Happy Veterans Day to all I have served with and all who has served!!,7
maine :),7
Thanks everybody for the wonderful birthday wishes!!! Luv ya! :),7
I love the smell of spring,7
Thanks to everyone for the Birthday Wishes!!,7
"loves making friends through a battle of wits and a few bruises to the ego. Thanks everyone for the birthday wishes!!! (those who wished me a happy birthday, that is...)",7
YAY! Finally 15! Thanks so much to everyone for wishing me a happy one!,7
Rockband Karaoke at Buffalo Wild Wings! Come rock out at the Gay Bar!,7
THE STREAK IS OVER!!! LIONS WIN!!!!!!!,7
Always remember that you are unique. Just like everybody else.,7
"happy 1st monthsarry to us. ,>",7
kick ass dinner with my hubby and now a nice evening at home by the fire havin some fun... :),7
"A true friend doesn't care if you're broke, when your house is a mess, about your past, or if your family is full of crazies... They love you for who you are! A true friend can go long periods of time without speaking to you & never question the friendship! REPOST if you are blessed enough to have at least one true friend. They will know who they are",7
Who ever thought God would bless me with a wonderful man a beautiful daughter and a gorgous mother and wonderful family and friends. I DID!,7
just wants to thank everyone for the happy birthday wishes!!!! I love you guys :),7
"im going to dance camp again!,yes!!!!!! just cuz i graduated doesn't mean the team can get rid of me :)",7
Getting ready to have dinner with my family. Having a good birthday.,7
Thank You for the great times :) You helped change my life. Ill love and think about you forever! xox,7
"Quote Of The Week No one is perfect. Every makes mistakes; but wise people learn from not only them but from other.\\""""",7
just bought a trumpet...! Though the other marines in the barracks might not me as happy... :D now all I have to do is wait for it to come! yay! And perhaps go buy some music books...,7
Is stoked because my best friend comes home tomorrow!!!!!,7
*~my life has got so much better in the past 4months... i couldnt ask for more.. soo greatful~*,7
"Your voice was the soundtrack of my summer        Do you know youre unlike any other?        Youll always be my thunder, and I said        Your eyes are the brightest of all the colors        I dont wanna ever love another        Youll always be my thunder        So bring on the rain        And bring on the thunder",7
Working hard to giv my new family a good life,7
best birthday everrrr. (: couldn't be happier. braces off tomorrow. this week is great.,7
thanks everyone for the birthday wishes!   Thanks and i had a good time!,7
Jonsi in concert October 22.  I have not been this excited in a long time.,7
"If you have a wonderful husband, fiancÃƒÆ’Ã‚Â© or BF that works hard to provide for you and would do anything just for you and your family, then repost this as your status to give the honest well behaved men out there the recognition that they deserve. Because great men are few and far between, and I have one!",7
I just confided in someone:') Lmao! It was one of the happiest moments of my very happy life!:'),7
whoo i FINALLY got to meet the other leah...she is so adorable!,7
Is the one whoz GOing to Light Up your Day!!!!!!!!!!!!,7
My birthday was Saturday It was great! Finally 18!!,7
thanks to every one that wished me a happy birthday i appreciate it and love all of you. and i feel old being 18 hahahah jkjk but its whatever lol . well ill talk to you soon love you guys so much and thanks again,7
"I LOVE YOU ALL! THANKS FOR MAKING THIS THE BEST BIRTHDAY EVER YOU GUYS AND A SPECIAL THANKS TO MY BABY CRYSTAL FOR MAKING IT SO POSSIBLE. I WANNA TOAST TO THE BEST FRIENDS AND FAMILY A PERSON COULD ASK FOR! I LOVE YOU ALL, GOOD NIGHT!",7
"To one and all who have wished me a happy birthday, thank you for all the kind coments and fond wishes.",7
Thanks to everyone for the friendship and birthday wishes!,7
THanks everybody !!!!!!!!!!!!,7
Thanks for all the B-day wishes....i had a great day and a fabulous dinner.,7
is happy camp is over.  Thanks all for the birthday wishes!!!,7
Happy Grandparents Day to the best ama and ampa! With all his love- <PERSON>,7
Gettin my tattoo today so excited :),7
I finally got a job!! WooHoo! =)=),7
Wow it friday...hope everone has a good weekend...have and be safe...:),7
BIRTHDAYYY!! <3,7
Thanks all for remembering my birthday!(:,7
"Mexican food is good. 	Mmm, chimichanga.",7
"Confront the dark parts of yourself, and work to banish them with illumination and forgiveness. Your willingness to wrestle with your demons will cause your angels to sing. Use the pain as fuel, as a reminder of your strength.ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â",7
"what a great day i had today. found out my raise took into effect for fridays paycheck. won the check pool for $176. had a great cake class and made a wonderful cake. and i think i am getting the hang of my new job at work. not too shabby! oh and josh is burning wood and dring beer friday night, he said whoever wants to stop by is more than welcome just bring your drinkage and let me know if you need directions!",7
enjoyed the CWG opening ceremony: colourful and diverse. and mercifully showcasing india's culture without bollywood!,7
"99 cent beer for happy hour at gyu-kaku is the shit ,-D",7
About to go run on this beautiful day then working with the tiny babies tonight :),7
"Had Greek food today, it was great",7
hey i got accepted into edinboro...it is awwssoommee!!!! im excited,7
is thankful for all the birthday love. 30 has been pretty good to me. I had agreat b-day!,7
"<PERSON>of KLBJ radio here in Austin took time out of his busy schedule to try and help me find a donor using facebook and the radio. I think thats bad ass. Thanks so much, <PERSON>.",7
"Thanks everyone for the comments and i had a great day today, even though i had to go to work lol",7
Happy thanksgiving to all my fb friends and family !,7
loves her favorite roomy <PERSON>,7
what a beautiful tuesday morning...y duty...weeee :D,7
Thanks for all the happy birthdays!!!!!!!!!  :),7
Happy Birthday Taylor. I love you.,7
"I'm stronger because of my hard times, wiser because of my mistakes, happier because of my sad experiences, and smarter because of my moments of confusion",7
"Wow, I haven't been on here for a while. Thank you everyone for the Happy B-Day congrates\. ^-^\""""",7
today is the 12th anniversary of James proposing to me on the beach near san diego... :o)  So happy he asked!!  <3,7
"You make my heart skip beats, you make me nervous before I see you, you make me feel so alive when I'm with you, I still get butterflies when we kiss and I love it all. I love you <PERSON> =)",7
4 days til Indiana:),7
Happy Thanksgiving,7
down in MD in my sis.. with a big cockatoo on my hand.. while typing.. had a great day with our cousin.. wish I never had to go back to work.. dreams.. dreams.. oh and we got<PERSON>.. yippe!,7
Happy Happy Happy !!!!,7
Thanks so much for the birthday wishes everyone!!,7
Thanks for all the birthday wishes. It was a great one.,7
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",7
an omelette sunday success!,7
LIFE HAS NEVER BEEN BETTER!!!!!!!,7
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,7
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",7
i want to thank all my wonderful friends and family for my birthday wishes. Yall are the BEST!!!!!,7
Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.,7
"Dare to take chances.,)",7
"sitting next to her,watching her smile,talk,laugh,kiss,hug makes me feels stronger and warmth. is as if half my life belongs to her. finally,we meet again.. after so long you've been missing from my view.. im ready to take to the next level.. it may take lots of consequences but for the sake of love and trying,i will try. you are my drug, and my only personal brand of heroin.",7
Thanks for all the wonderful Birthday Wishes!  I am having a great day with my most precious gift ever!!,7
GOOD MORNING FB HAVE A GREAT DAY!,7
"What a beautiful night it is outside. The clear sky and big, bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!",7
Had a great birthday with friends and had lots of fun and wish it never would have ended.,7
"I was keeping up pretty good, but man I got a lot of happy birthdays so thank you all... it's nice to be noticed guys",7
had a great weekend I hope everyone else did as well :),7
Thanks for the LOVE guys.  I had an AWESOME Birthday.  Im 28 years wise!  LOVE YALL!!!!,7
Thanks for all the birthday love!!!!!,7
"GO KARTING\ what a blast it was!!!!! Rocking sunday....:)\""""",7
"I might not be pretty or sexy, not have the perfect body or be beautiful.. I might not be anyones 1st choice either.. But.. IM ME! I dont pretend to be somebody else.. Copy this and post it to your profile if you live your life being you and you are proud of it ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥",7
"Oh my goodness!!!! I love my boyfriend!!! He's so nice, and wonderful, and thoughtful!!! And when I'm sad, he always cheers me right up!!!! I haven't felt this happy in soooo long!!!!!",7
Thanks for all the birthday wishes~~may you all have the same blessing also =P,7
Thanks for all the birthday wishes... love you guys!!!,7
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!",7
Baking cookies!! (= I love the 4th,7
Merry Christmas!,7
so excited... getting hibachi later!!!,7
had a blast at the suns game! thank you <PERSON>!,7
thank you for all the birthday wishes! i love you all<3,7
Thanks to all for my birthday wishesssssss,7
wants to thank all her buddies for the birthday wishes. thank you all.,7
"Well facebook friends and family, I had a wonderful Christmas!!!! I hope u all had a great holiday as well. This year I didnt have to help my son open any presents and it was soooo exciting watching him get sooooo excited about each gift. AWESOME!!!!!",7
would like to thank all of you who wished me a happy birthday today!,7
Thank you all for wishing me a happy birthday.,7
Makin garlic bread for dinner... Yummm :3 <-suchahippie<3->,7
Things are starting to look up... :),7
great birthday-great friends-i'm such a lucky girl---zoo today!,7
happy birthday lolo nonito!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,7
"Shout Out To Melpo !! Love The 4X0T308Look , You FULLY Rock =P Cyaaz In English !!",7
2 days til I'm back in the US baby!,7
This friday is my sons last set of chemo!Thank God!!,7
Had a really nice day :),7
life is beautiful,7
Is very thankful that it is over!! Thanks to everyone that came to the wedding,7
Thank you everyone for the birthday wishes!  I had a great day!,7
OH Sweet Victory. Beautiful win tonight 49ers.,7
"A pessimist sees the difficulty in every opportunity, an optimist sees the oportunity in every difficulty",7
so i loving living in florence only because i hear it is like 100 every were else and it is so nice and cool here i can go out in shorts and be just fine :) :) love and miss everyone,7
Mommy's comming back from Oregon.... yay!!,7
thank you everyone who said happy birthday,7
whaaat a dayy [:,7
wants to thank my lucky stars for all the beautiful friendships I have made over the years :) I love you all and thank you for the birthday wishes  <3,7
i LOVE my guy friends so much! i would die without them! they r so awesome and amazing! so 2 all of my guy friends just knw tht i totally and completely LOVE you!,7
- Thanks for the happy birthdays everyone :):),7
Almost done unpackin. House looks beautiful. Lovin life...,7
Thanks You guys!!! Going to disney World!!,7
Merry Christmas Everyone!!! God bless you all. XOXO,7
B-day shopping...yay lol. At least I hav good company :),7
"thanks for all the birthday wishes, twas a good day :)",7
summer starts tomorrow :D,7
Almost Dad's Birthday!!!! : ),7
thank u all for the greetings:) it made my day happier to know how many woderfull people in my life are exist:) thanks all,7
Went in and talked with the Snap-on rep today.  Ordered $1383.70 in tools (retail value).  Getting it all for FREE!  I'm excited!  Dad I'm having it sent to you so be expecting a package for me in a few weeks!,7
Celebrated my first borns first birthday yesterday. Still can't believe a whole year has gone by already. Just thanking God for my many blessings.,7
Thanks for the birthday wishes. You guys are awesome.,7
Thank u :) feels gr8 2 have such loving ppl around u:):):),7
Merry Christmas everyone!!!!!,7
It is such a nice day out :),7
"Well, Thank you God for blessing me to see one more year.........",7
Merry X mas to Friend families and everybody  be safe Driving,7
HAPPY HALLOWEEEEEEEEEEEENNN!!!!!!,7
happy for <PERSON>!!!!!!!!!!,7
"Sunny Queensland. beautiful one day, perfect the next!",7
I HAD A BLAST AT THE HOCKEY GAME!!!! Joey ......Where we going next?????????,7
thank u everybody for wishing me.,7
For nothing is impossible with God.ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â <URL>,7
WOW 40hr famine was reallly hard i only got 38hrs because i nearly vomitted and couldnt move i was so weak but still i raised $70 for kids who are like that everyday.,7
"The happiest people don't have the best of everything, they just make the best of everything they have.",7
"It has been a good day...It started out at Otter Creek with Bible study,then a chapel service, lunch and a workout with a good friend, a productive day at the church; all that and I still have small group to look forward to for a bit, and then I get to go back to Otter Creek for a live showing of Alice in Wonderland!  Awesome day.",7
Thank You All for such a wonderful Birthday,7
"New year's fast approaching... let's all be reAdy to welcome 2010.. i hope that year will be a better year for us.. pray, pray, pray,, that's all we have to do...",7
"Dear friends,        Thank you for your kind wishes. I had as good as a birthday as one could at the ripening age of 24. I sincerely wish for the best for you all.        Best,     <PERSON>",7
had a great day wit<PERSON> :) was a great birthdayyy thankyouu everyone:),7
Thanks guys for all the Bday wishes...=),7
things are FINALLY looking good for me :),7
I hope you all have a wonderful day! God bless,7
Had dinner with my mommy & watched two movies!!,7
counting down the last  33 minutes of my birthday with my bestie sleeping over! Lots of love out there to everyone!,7
Can't wait to see my beautiful girlfriend <PERSON> today (:,7
Happy Teacher's Day! :D,7
"Well, the biggest loser is finally over! Yay!!! Peanut butter eggs here I come! No, in all seriousness, I lost 23 pounds but unfortunately that was not quite enough to win it!",7
Thanks for all the birthday wishes ya'll!  :],7
Happy Friendships Day! <3 <3 <3,7
we won!!!!!! record in conference 6-0,7
Good night all! Thanks again for all the great birthday wishes! <3,7
i love you from your toes to your face,7
Today was a pretty easy day. Tomorrow thats another story. Hope everyone has a better day tomorrow than they did today. Gudnite FB talk to yall again tomorrow.,7
Happy Diwali !!!!!!!!,7
Today my <PERSON> turned 11!  Happy Birthday <PERSON>:),7
"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",7
i like to wish everyone a very happy valentines day,7
Wanting to wish my husband a Happy Birthday!!!,7
Little Acts Of Kindness Can Add Up To A LIFETIME Of HAPPINESS~<3~,7
going to work soon. Life is good!,7
"happy navratras to all ,,,,,,,,god bless all with happiness ,health and luck",7
"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",7
"HURRAY,ONLY MATHS LEFT NOW!!!!!!!!!!!!!!! ITS TIME TO  FREAK OUT!!!!!!!!",7
Thanks everyone for the Birthday wishes! It was a great b-day!,7
hey everyone who wished me happy bday thanks so much so i dont have the time to send a response 2 everyone but thnx again,7
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),7
"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",7
Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!,7
"I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)",7
"<PERSON>took me to lunch and a movie for my birthday (we saw Zombieland- awesome!) Mom and Nana took us to Ezell's for dinner for my birthday.  It was a good day, even though it feels weird to be 31.",7
ya we had the best fathers day ever............ i luv u daddy...... gud nite facebook.....,7
HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye,7
three wonderful years of fatherhood,7
My dad is giving a speech at the flag raising today. I love my family. :),7
My cousin's baby is joining us sometime today! New little girl for the family.,7
"Thank you all for the kind birthday wishes!  I am so lucky to have such wonderful family and friends.  Now, you will have to excuse me because I have a date with Tom Brady in 17 minutes ;)",7
"Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last.",7
is touched by so many wishes. Thank you for all your wishes. May God Bless All of U with many happiness and good health.,7
"Thank you to everyone for wishing me a happy birthday. I'm proud to have reached another year, and to have so many great friends from around the world!",7
work is so much more fun then spending a week in the crowbar hotel!!!! I love my kids the are amazing and you can't deny the fact they are mine just look at them!!! They are going to be some heart breakers to bad i am the one always getting my heart broken!!!! Well got my 4 months clean in tomorrow and hey i handle shit well when i am clean!!!,7
Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you',7
I got a job!!!!!!! I start tomorrow!!!,7
Love will always find a way!,7
merry christmas !,7
Is glad that it's nice outside today : ),7
"So two things... I haven't looked at my wall in a long time... so thanks everyone for the birthday wishes and all the kind words... it really means a lot to me.  :)  Second, today would have been my best friend's 32nd birthday.  She died almost 16 years ago- Rest in Peace Becca.  You are always in my heart.",7
"Well, at least ND won today. GO IRISH!!!",7
Thanks to all that wished me a Happy Birthday!  Much appreciated!!,7
well we survived the trail clinic sprit did sooo good i was very proud of her i am glad she does not spook easy she doesnt mind the flags the sacks dragging anyone who rides know just what i am talking about payton and forest did good too!!!! the trails where kinda blah not real extreme but fun!!!,7
1 year older and got thrown into the pool...haha...THX 4 the birthday wishes and THANKZ so much 4 the surprise i had on my birthday!!! I enjoyed it a lot ^_^,7
Happy birthday to both <PERSON> and <PERSON>! Two tremendously wonderful musicians who indeed deserve the celebration.,7
"tyty! I wish ya all da best, have a fab day and night! xD cheerio!",7
"congratulations to all the pc grad , if have joined your faternity as of 10:33 am.",7
"Ok, had to change this by request.  Good morning facebook.  I hope your last few days have been just as good as mine have been.  Get out there and make it happen.  :)",7
"Room for improvement: If there is anything you dislike or unhappy about me or if it is something you think that I lack in my character, please feel free to tell me about it. I would appreciate it if you comment about my negative sides and I will definitely do my best to change and improve der. :)  T.T",7
"There comes a point in your life when you realize:        Who matters,        Who never did,        Who won't anymore...        And who always will.        ...So, don't worry about people from your past, there's a reason why they didn't make it to your future",7
Can't wait to see my Mommie and Daddy March 5th :) :) :) :)  :)  :),7
I've got such a great wifey! Call of duty black ops came out today and she made sure we got a copy already!! Hell yeah. I love you boo!,7
Hi all thank you sooo much for the B-day wishes im blessed out of my sox! to be remembered by all of you!!,7
"Finally got the internet up and running at the new place, thank you all for your fond Birthday wishes!",7
VOODOO FEST WAZ AWESOMENESS!!,7
EID GREETINGS TO ALL MY WONDERFUL FRIENDS............,7
I am glad that my internet is now definitely fixed. Thanks <PERSON>!,7
Thank you everyone for all the great Birthday wishes. Have a wonderful evening all. God Bless!,7
I am feeling much better today.,7
im madly in love with tory seeley!!! <3ÃƒÂ¢Ã¢â€šÂ¬Ã…â€™,7
Happy New Year Everyone! xox,7
Merry Christmas!,7
