Anonymized Message,Arousal
an omelette sunday success!,4
@work :D,4
got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around tulsa!,4
"i'm a supergirl, and supergirls don't cry...or do they? or am i not a supergirl at all??",4
"PEACE I can picture in my minds eye a world without conflict, a world without war. Then I can picture us attacking it, because they would never expect it! \\^/",4
Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....,4
want my hair to grow faster!,4
:'(,4
"What a beautiful night it is outside. The clear sky and big, bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!",4
Fake(+)(+) Perfect (o)(o) Perky (*)(*) Cold (^)(^) and even Grandma's \\./\\./ Big ( o )( o ) or Small (.)(.) Save them all! Repost for Breast Cancer Awareness!,4
need to thnk :(,4
i'm not aloud to touch my cats kittens yet :'(,4
Has too catch them all! Want to trade a Bullbasaur for a Weezing?...................well answer me foo.,4
who wants to go chow yang pasar mlm tonite n can fetch me one leh??,4
... feel the emo inside me stirring........  must.......resist...emo urges.........,4
Ik im dumb but u gotta love me... u gotta love me right? xD,4
just got back from the dew tour! got to chill with ryan sheckler and a bunch more pro skaters,4
"is enjoying my last day of leave :(... Working on my new song before I get back to morrow to sort out Project Awards, Photo Competition Bridge Building and writing my new article for CE magazine...",4
"I might not be pretty or sexy, not have the perfect body or be beautiful.. I might not be anyones 1st choice either.. But.. IM ME! I dont pretend to be somebody else.. Copy this and post it to your profile if you live your life being you and you are proud of it ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥",4
It takes 7 secs for food to pass from mouth to stomach. A human hair can hold 3 kg. The length of a penis is 3 times the length of the thumb. The femur is as hard as concrete. A woman's heart beats faster than a man's. Women blink twice as much as men. We use 300 muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb. Repost if this made you smile!,4
Good game guys! We finally won by more then one goal and it put us in the semis :),4
"LMAO, it wasnt my birthday on the 1st ROFFL",4
"Wow, <PERSON>, what a jackass.  Seriously?  You doubt evolution and mock the proven facts of the missing links leading to humanity.  You sir are an asshole.  Last time I checked, I haven't actually seen 'God' kickin around my neighborhood lately.  I guess fiction, I'm sorry the bible, is more important than nonfiction these days...",4
See those NY Giants tonight! Sure it's pre-season but that defense is going to be nasty this year. Good luck to everyone else,4
here comes the weekend.... but no plans :(,4
today MAHA SHIVRATRI trust him and pray to him his blessings will shower like a rain......OM NAMASHIVAYA,4
Merry Christmas!,4
is wanting to go white-water rafting this summer in Colorado! Who wants to join me for some fun?,4
"Had fun spending time with my sister and my beautiful neice last night! I bet Jessie is going through withdrawals now though, since I found her phone in my van after getting back home from dropping her and Alyssa off @ their house...",4
:) Matthew from Kings of Leon wave hi to me on friday nite of the concert... Yeey I love them so much.... hehe :),4
"boooooooooooooooooooooooored, what the faaaaaack",4
Fell asleep way too early dude now im up!,4
I am a nutjobbbbbbbbbbbbbbbbbbbbbb,4
Makin garlic bread for dinner... Yummm :3 <-suchahippie<3->,4
Things are starting to look up... :),4
is it too early to be relaxing sipping on a long neck CORONA? *hick* : ),4
Getting bored of facebook.............. x_______x,4
Why won't this semester just end??,4
whatta day!! lost my blue slip and my tickler. huhu.. now my salary is endangered as well as my board exam. ....slowly losing my mind... and the week is just starting.,4
i'm soo bored :(,4
HEAR YE HEAR YE...Mistress Stephanie at the Chain Drive tomorrow night at 10 and at the Beauty Bar this Friday at 7:00.  Do come.,4
whaaat a dayy [:,4
My name is <PERSON>....not <PERSON> anymore....wkwkwkwkwkwkwk,4
i cant stand when people pretend that they have nothing to do with certain folks and the whole time they chat ALL THE TIME>>>>>>>>>>>>>> posers  who knew,4
"I'm sick of the constant gay-bashing... ... ...	So, who wants to make-out with me during a random church's	Prayer session?	XD",4
So Far We still have school tomorrow :'(,4
"I'm sick of stupid people that just criticize how i am, get a life seriously -.-, i'm how i am and i'll not change cause of your stupid words so shut the hell up and stop.",4
"hey,everyone.  finally got on my facebook account... do everyone forget me already??",4
Q-Why uu always so quiet? A- im not dat quiet -__-,4
"Thank u again for all the birthday wishes <3 ,o)",4
"I WILL BE COMPLETELY HONEST FOR 24 HOURS. You can ask me ONE question(only in my inbox). I will answer no matter what. You have my full honesty, but I dare you to put this as your status and see what questions are asked",4
give me presents in farmville pls... thanks.. =),4
Let's see how forthcoming my facebook friends are. Leave a one-word comment that you think best describes me using the THIRD letter of YOUR name. It can only be one word. No more than one word. Then copy and paste this post on your wall so I can leave a word about you. This could be Fun!,4
life is nt a bed of roses...............it has been prooved by yesterday................................,4
"awesome you had agood time,go to ASTROS VS METS FRIDAY HOUSTON,look out weiners n beer,wish u were here",4
"At camp. Using an I-thing. Hard to type. Having fun, or something akin to fun. Playing a piano duet with a kid named <PERSON>. Miss you guys. I have to stop using contraband now. G'bye!",4
"THE FACEBOOK TRICK: press up,up, down, down, left, right, left, right, B, A, Enter key, then right click then press up and down and magic crcles will appear. the only way to get rid of them are to log off or refresh the page...IT WILL WORK! put this as your status if it works. after you follow all the steps scroll up or down...then the circles will appear....it really works",4
"Justin Bieber <3 Baby , Baby, Baby Ohhhh <3",4
i want to be free...lubayan nyo na ako.bkit ayw nyo mging msaya.....:'( I sent you a smiley! Want to see it? <URL>,4
"First day learn how to dive, It was so fun XD ..............and I almost ran into a tree",4
Well I'm over the quizzes for the moment..........Pretty uneventful weekend due to the fact I am on call for work.  It sucks but at least I'll be happy when I get my paycheck!,4
so whos goin on the skii trip??,4
"Pressure. That's what's on my mind. I tend to do well under the gun, however. Next thought...NAILS. They are in need of some prett-y-fying. Blech.",4
"<< Without you, one night alone, is like a year without you baby >>		---Soundtrip usa ta bago magstudy---	<3 <3 <3",4
had a great day wit<PERSON> :) was a great birthdayyy thankyouu everyone:),4
Motion City Soundtrack puts this smile on my face-->    :D,4
Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends,4
"enjoyed family time in the STL. LOVE you ALL, but glad to be home ;)",4
friends..my very first power party is going on at my place..please come ..all are invited..your presence as guest is most important..with regards love Exceptional..(all your :)) <URL>,4
woo Go paul the octopus hes a legend congrats chuckie XD XX,4
<PERSON> STOP sending me friend suggestions it's driving me crazy XP,4
"I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)",4
HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye,4
"argh.....the rain is annoying...I'd rather it be full on thunderstorm, or beautiful and sunny....ehh maybe i'm just grumpy. Please call me <PERSON>the Grouch :)",4
*sigh...        You suck!! -.-        ....people dont have trust anymore.......and they end up believing some crap..... and the equation always ends up in an slaps and anger on the wrong person??.....nice..... and im very sleepy.....and im venting out on fb.... :@ :/ -.- T.T,4
"This storm comin is supposed to be pretty big. All my friends and family are talkin bout Hail and heavy rain, plus more wind. Usually the weather patterns in my home town area in California carry right on over to Ogden SLC areas. Get ready for it! If it doesn't hit hard, I'm no meteorologist. Not like they are ever right either lol :)",4
uhhh part 3???,4
Does anybody fancy lookin after my beautiful ickle angels for the whole weekend sometime soon??,4
i need a nap!,4
try to shut your effin mouth sometimes. sometimes will do. mema ah. memasabi lang. HAHAHAHA,4
Ordinary no...really don't think so ...not a love this true..A common destiny ...we were meant to be ..Me & you'...  like a perfect scene from a movie screen..we're a dream come true...suited perfectly..for eternity ...Me & you' ..Everyday !!I need you even more & the night times too...Theres no way I could ever let chu goooo... even if I wanted tooo...everyday I live I try my best to give all i have to you',4
"Whomever invented the basement should be dragged out into the street and shot... repeatedly... then revived, allowed to recover... and shot again in the face.",4
Such strange dreams. I mean really.,4
"GET SMART\ one hell of a movie....must watch....\""""",4
I want ice cream with pretzels for a topping. I am weird??,4
"okay, so i am am exhausted, got home form work at 3am and now am up 3 hrs later, im getting to old for this shit.  I feel like a old lady, but to look on the bright side..... I have NO KIDS TODAY.  thank god for grandma's that live 10 min away.  time to catch up on sleep and some 1on1 time with the hubby.:)",4
Have you ever danced with the devil in the pale moonlight???,4
"3 weeks and over 100 pages of literature on the condition of our school systems read. Just wow! Our public school systems need help. I mean I knew they needed help. I just never realized how much research there is backing up what I already believed.  @<PERSON>, you have my sympathies-- I'm conducting an interview of <PERSON> (CCSD CoStaff, Office of Superintendant) Friday.. wish me luck",4
ha .....................?,4
don't understand all the hullabaloo over language in maharashtra???afterall we all smile in the same lexicon....don't we?,4
I DOUBLE DOG DARE you to like this status.,4
"missin my baby <3 ,, beddd(: class in the am then work 3to11..",4
"WHENEVER I NEED ANYTHING FROM YOU, I GET IT. BUT I DON'T KNOW HOW YOU GET TO KNOW MY NEEDS WITHOUT EVEN YET BEING PART OF MY LIFE.",4
I am glad that my internet is now definitely fixed. Thanks <PERSON>!,4
Thank you everyone for all the great Birthday wishes. Have a wonderful evening all. God Bless!,4
hopes my mom feels better soon...she broke her arm at church today.  Let that be a lesson to everyone about going to mass on weekdays!,4
"Damn finally got caught up on my sleep, but I went a lil overboard. Oh well Im up now!",4
Poor Abraham Lincoln its to bad you an Barack Obama can't trade places. Anti Obama I hate that guy. F_ _ _ you Obama your biggest fan RFM.,4
im bored....anyone care easing my boredom???,4
*Points at new Profilepick* DON'T I LOOK SEXY Dddddrawn by my love and coloured without permission by meeeeeeeee |D,4
LeT's CoMMiT tHe PeRfEcT CRIME..... I ll StEaL YoUr HEART aNd U sTeAl MiNe,4
WHO WANNA HANG. HOLLA ATCHA BOY.,4
HAPPY DASARA...,4
for farmvill: who needs more horseshoes or nails???,4
homeeeee timeeeee whoooooooooooooo haaha,4
BST to GMT..RESETTING THE CLOCK,4
one more day.......:),4
Our Wedding Anniversary tonight...,4
Finally 100% FIT......,4
going to atl this weekend to see my mawmaw,4
"Ergh, Anatomy, 16 page outline AND 15 pages of pictures to label by TOMORROW, I curse you procrastination. May you rot forever in purgatory",4
ABCDEFUCK,4
is looking for a job here in Indy...Any suggestions?????,4
"Successful people do not focus on the Problem. They only focus on the Solution\. Be Focused on Solution.\""""",4
florida virtual school sux ass,4
"<PERSON>       No matter what your party is, this is not the time to point fingers.  This woman and many other people were attacked by a person that should have been out of society.  I have everyone in my prayers to include <PERSON>, and I am a hardcore conservitive.  Remember that this is America and we can all think differently, this should not result in what happened today.  God be with you",4
"How can a cell phone that can hold tons of pictures claim that the texting inbox is full\ at under a hundred short text messages?\""""",4
"yea, JETS.. shut up",4
I have had a amazing day. Thanks for your encouragement <PERSON>. I am on fire. I then got to go to a christian concert in Sedalia to see <PERSON> he sings my savior lives. There was also <PLACE> Weave and it was life changing and wonderful and I am so thankful and blessed.,4
I think I have spent more than 90% of time for others and less than 1% for myself. And slowly I am realizing that almost everyone in this world has almost the same statistics. It feels good as I am not the only victim but it also compells me to think if this is the ideal way of living life!,4
"Just got back from handling class/shopping a little while ago. I was trying on some heals for my rotc uniform, which was a bad idea since my ankle got irritated in class. When i put the heals on, i could barly walk in them and my hurt ankle was litterally popping and rolling.... So much for getting better. :/",4
"i honestly never saw the enjoyment in watching people do physical activity, such as play football, who cares?",4
I have no patience... hahaha....,4
TOTP this sat,4
: Many of the great achievements of the world were accomplished by tired and discouraged men who kept on working,4
<PERSON> thinks its funny to stick his fingers down his throat and make himself vommit.....,4
This Iz ReAL,4
"The Government is lost to the <PERSON>, an alien Empire that gives free food and med to the world but not all are so trusting. A loose group of families  the media calls the unmarked flee to the remote areas of the states, Provence and ghettos of the world.... just what in my head!...",4
Im cool like ****,4
"First day in school with for course taken in six hours and Mass hearing by 5:00 to 6:00 pm then followed by the first talk in singles for christ The Love of God\. I maximized my time to accommodate all my activities""",4
"Anyone who knows anything of history knows that great social changes are impossible without feminine upheaval. Social progress can be measured exactly by the social position of the fair sex, the ugly ones included.  <PERSON>",4
Can someone remind me of what summer feels like again?,4
conspiracy theory. My land lord thinks I'm stilling light bulbs from my own house. How can they go bad he asked me. Hum let me think. He's right light bulbs never go out. What was I thinking. So any way hit me up if you need a light bulb. I have so many. And maybe I can even get you a magic bulb that never needs replacing. O MY GOD,4
Being sick sucks.,4
Just got my new cell phone yesterday text meh :D <PHONE>,4
Shh Did you hear that! OMG it's calling me -.yep my bed is calling.. night all sweet dream..Zzz,4
did'nt realise how bad a dead leg could be.... 4 days.. and its still as bad as day 1....WTF,4
Feel knackered but great couple of days with the best company. <PERSON> as always great show great guy! Role on next gig,4
":will be afk for the weekend, wet weather camping is a skill we should all have!",4
"life's confusing... sometimes you feel happy, sometimes you feel sad... sometimes you're sad because you're happy... that's just so damn retarded...",4
I really wana move soon!,5
So happy <PERSON> is the bomb,5
"Am I my thoughts, the thoughts that I am thinking? No.  Thoughts come and go;  I am not my thoughts. Am I my body?  They tell us that millions of cells in our body are changed or are renewed every minute, sothat by the end of seven years we don't havea single living cell in our body that was there seven years before.  Cells come and go.  Cells arise and die.  But I\ seems to persist.  So am I my body?  Evidently not\""""",5
Pancakes were apperantly good <PERSON> :D:D i hope we dont get sick after them :D,5
good night everyone!!!pleas smile before you go to bed..in case something happen...and you fall asleep indefinitely...you have a smile in your face....,5
"ATTENTION EVERYONE---There's a site called <URL> that's a new online phone book w/personal information: everything from pics you've posted on FB or web, your approx credit score, home value, income, age, etc. You can remove yourself by first searching for yourself on their site to find the URL of your page, then going to the Privacy button on the bottom of their page to remove yourself. Copy & repost",5
Drank some KC Tea last night. Pretty good!!,5
an edition of 14 was completed today... that was nice. :D  Now just one more edition of 5.  But for now: shower time then Symbolic Logic time... yeesh....,5
"Oh, looks like we're going to have to draw some... STRAWS.",5
Has Anyone Else Realized That The People On Family Guy Only Have 4 Fingers?,5
wow so many people from school have found me lately. i'm really happy that they even remember me. i miss you guys,5
DOG FAIRFAX COUNTY BET NOT FAKE i aint trynna have no skool dough,5
how many times do i have to mistreat you constantly biting my hands as i feed you ?,5
Wow-so many bday wishes continue to come-thanks so much everyone!...and I have to give a shout out to the BEST sous chef working to prepare us an awesome dinner at the Hyeholde in Moon-Amy Hebster's man-<PERSON>!!,5
Wow... Dad. Awesome moment of my teenage life? I think it falls in there. Thanks! =],5
One CRAZY ASS day glad its over...,5
feels tight literally!,5
"tHANk U EVERy1 4 All tHE HAPPy BDAyS . i HAD fUN , DiNNER N a MOViE tHANkS BABE .",5
if you need to ask if you are full time... you are def not full time yeaaaaaaaaaaaaaa yeahhhhh,5
I was working at grad night the intire time and i've had 3hours of sleep!,5
"When you've been blessed it feels like heaven!\\""""",5
workin 7 days a week is good for tha $ but like i wanna go catch a flick ya kno! insted of just workin and catchin some drinks afterwards! ya kno...lol who wants to go with me! i gonna try to get a day off this or next week,5
JELLYPUSS....,5
i wish i could run into all my friends that i used to have here in windsor although that was in the sixth grade lol,5
"listening to In the Hall of the Mountain King, Perpetuum Mobile- a Musical Joke, and some hard core Mozart.... real music doesn't rely on words to show emotion!",5
Goin Home after a Year today :),5
Got an E75 today.... awesome phone :),5
going home today the kids were great this weekend god i never knew how much i rlly missed them i wish they never had to go back. i love you <PERSON> and <PERSON> i wish u guys would never grow up. i<3 <PERSON>,5
Make a good life for yourself because no one is going to do it for you! :),5
Life is a matter of choice. Why do I often make decision and in the meantime feel that I have to be responsible for what I do not choose??,5
"Started work, makin bank!",5
Shout outs to <PERSON> and bro for getting me to airport early-- they're axing the last 24 passengers that checked in due to weight restriction! Holy balls,5
"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!",5
DOTA DOTA DOTA..hehehehe isshhhh...micro..hmpf...,5
about yo buy my bus tickets back to vt!,5
What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh...,5
"saw the blind side last night, favorite football movie ever!",5
Thanks guys! Had a great b-day in GA with the fam.,5
"is getting ready to take the youngest to see the princess and the frog, should be fun!",5
I made some really tasty mac n cheese soup tonight.  It was yummy!,5
Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck...,5
WTF! Why do i now own the season set of Glee? Because it rocks!,5
HAPPY THANKSGIVING,5
<PERSON> and <PERSON> are in New York on a cub scout overnight on the SS Littlerock. <PERSON> and I had a great afternoon shopping with no guys complaining about how long we were taking! Wonderful.,5
Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!,5
Interview for Nashville fire department! Pray that I do well.,5
i still cant belive that im going to go for my permit tommarow.,5
<PERSON> is going insane!,5
Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4.,5
missed!,5
yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!,5
Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does.,5
Happy Birthday to Me!!,5
24th birthday is now officially: BEST BIRTHDAY EVER,5
"Ok, so if you watch the news on channel 33 out of dallas at 9:37 PM you just say a picture of <PERSON>. SHE IS FAMOUS!! lol.",5
For many years millions of people have been trusting the mainstream media to releav their pain and suffering caused by........thinking about stuff!,5
can never be on time for anything!,5
survived another weekend of work....more to come i guess!!,5
"thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama",5
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!,5
The photos rock! Thanks Fiona! * Hugs *,5
"JUST SO I UNDERSTAND THIS... YOU PASS THE NORTH KOREAN BORDER ILLEGALLY YOU GET 12 YRS. HARD LABOR, YOU PASS THE AFGHAN BORDER ILLEGALLY YOU GET SHOT. YOU PASS THE AMERICAN BORDER ILLEGALLY YOU GET A JOB, DRIVER'S LICENSE, ALLOWANCE FOR A PLACE TO LIVE, HEALTH CARE, EDUCATION, BILLIONS OF DOLLARS SPENT SO YOU CAN READ A DOCUMENT. WE CARRY PASSPORTS IN OTHER COUNTRIES OR FACE JAIL TIME. REPOST THIS IF YOU AGREE",5
"I hate this kind of status, but...I'm at work all day. So txt and I'll get back to you asap :) haha ewwww I did it, I caved to the FB monster!",5
Just uploaded a mass of weird pics lol I'm wondering what you think of em!,5
is memory full! can't think of anything today........grrrrrr.....!,5
Thank you everyone you make me feel so loved :),5
SCHOOL TOMORROW DANGIT,5
holy shit i drew today. More to come!,5
bad hair day :\\ whatever ima bring ppl cookies! n make em happy!! YAY!,5
Cant wait till wednesday cause im goin to Angels house and not goin home till Monday!,5
Up past my bedtime wheeee! Waiting for <PERSON> and <PERSON> to come home.,5
"OMG  My aunt Gayle from Chicago just said she was having a brain boomer\ LMAO\""""",5
sick and tired of being sick and tired!,5
"Cheesiest joke I've seen all day: I'm a frayed knot. hahahahah! What, you don't like that?",5
my computer's too slow. speed it up buddy!,5
Yay i assed my geometry exam! Now to take <PERSON> test and i am good! :),5
Thanks to everyone for the Birthday Wishes!!,5
"loves making friends through a battle of wits and a few bruises to the ego. Thanks everyone for the birthday wishes!!! (those who wished me a happy birthday, that is...)",5
im not lazy ive just been overcome by gravity!!!,5
"Get to work and you will get the tools\!\""""",5
"thanks for all the birthday messages, rightg now i am definately feeling a year older!",5
Need 2 b doing class work!,5
my body hurts..no mas beer!,5
just wants to thank everyone for the happy birthday wishes!!!! I love you guys :),5
"says Happy Birthday to <PERSON>!!!\.... as deep depression sets in when I try to come to terms that I am the mother of a teenager......\""""",5
"Not my chair, not my problem thats what i always say! light houses rule!...lol",5
Breakfast time!,5
I LOVE Justin Bieber!<3,5
yall need to shut ur mouths cause im fixing to slap the shit outta u 2..,5
pooped out!!!! and tomorrow is another full day....,5
& super terimakasih untuk semuanya atas doanya & ucapannya. Have a zoom zoom day everyone! :D :D,5
"I'm not sure I want to hear what you guys might come up with lol But, I'll go for it! If you read this",5
Juss finished cleanin out an washing my ridiculously messy car! my nails turned black too hahaha. Now im gonna get ready to go out an eat with a buddy :],5
is doing some last minute packing!,5
"Whenever i face difficulties, my confident level is increasing and the responsibilities are growing !!",5
i brought a real coffee and nearly one of every slice in the coffee shop today!! yum yum yum (yum yum!) but i did share,5
in idaho chillin with the fam for weekend.  love ya all!  * I am ninja material!...-even if i have to duck through things and takes extra second to squezz in small places :P,5
Thanks to everyone for the friendship and birthday wishes!,5
Happy Grandparents Day to the best ama and ampa! With all his love- <PERSON>,5
Gettin my tattoo today so excited :),5
thanks to everbody that wished me a happy birthday today! @ <PERSON> : I'm lucky enough to avoid a Ms. Fry impromptu song :P,5
wants to thank everyone who have wished her a happy bday...and the ones that txtd...and the ones that even thought about me today...love ya all!,5
PREDATORS.,5
O mi wrd!!!! am sooooo tired from job-shadowin! Da KFM studio is kick-ass! Luv da grafitti wall,5
"So, I should specify, I am NOT alone. <PERSON> did travel with me.  I was just so absorbed in my own self pity, I forgot to mention he wasn't too thrilled either.  But, the luggage has been found, it is on its way and I am going to take a nice long bath and drown my sorrows in it!  Ooh and they have some good smelling shampoo and stuff!  I am psyched!",5
firstlove now published..! pki abangan on BoOksie web.. hope you like it!,5
enjoyed the CWG opening ceremony: colourful and diverse. and mercifully showcasing india's culture without bollywood!,5
<PERSON> is going to <PERSON> house 2 c the boy in the striped pajamas. <PERSON> is coming with!,5
ah i love steve nash!,5
"Getting over painful experience is much Like crossiiing monkey bars. you have to let go at some point in order to move forward.\ :) --TARAAAAAYYY!\""""",5
is thankful for all the birthday love. 30 has been pretty good to me. I had agreat b-day!,5
I had a great day with <PERSON>and family today!,5
"Thanks everyone for the comments and i had a great day today, even though i had to go to work lol",5
"JUST GOT LAID OFF AND NEED TO FIND SOME WORK, WHAT A NEW YEAR",5
I DID NOT WANT SNOW AS A BIRTHDAY GIFT TODAY...... I WANTED A PONY......,5
"All night with <PERSON> and <PERSON> at <PERSON> to see Combichrist.  FUCK I LOVED THE SHOW.  Absolutely need to pass out, long work week + six hour concert = TIRED AS SHIT",5
"I've got a soul that cannot sleep\ ! :D\""""",5
"... chocolate peanutbutter ice cream, yes please!! ...",5
today is the 12th anniversary of James proposing to me on the beach near san diego... :o)  So happy he asked!!  <3,5
"1 final down, 1 to go!",5
down in MD in my sis.. with a big cockatoo on my hand.. while typing.. had a great day with our cousin.. wish I never had to go back to work.. dreams.. dreams.. oh and we got<PERSON>.. yippe!,5
Having fun in India!,5
It's all gone! :-{,5
uhhh! this homework! its killing me.,5
of course not! youre brain washed!,5
Almost feeling better!! damit hurry up already with this cold!!! so I can drink this weekend!!,5
an omelette sunday success!,5
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",5
got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around tulsa!,5
Interesting glee this evening!,5
Cmon Arsenal!! It's now or never..show them wat we are made off...,5
Real Pirate Wenches suck c0ck like it's gunna cum rum!,5
is bye bye wisdom teeth!!,5
GOOD MORNING FB HAVE A GREAT DAY!,5
Thank you for the birthday wishes! :),5
split my toenail open on my flip turn now it hurts! :(,5
"Thank you ALL for the wonderful B-Day wishes.  I had an absolutely wonderful day a great dinner alone with my Hubby and have really enjoyed my days off this week.  I could go back to a 4-work day week real quick!  Wishing all of my wonderful friends and family a very happy and safe Christmas.  Congrats <PERSON> on your new little love that now shares a birthday with me ,).  I can't wait to meet her!! XOXO",5
"i run over a fork on ur car, coz im a ninja!! lol",5
is excited to see friends and family we will be in florence the 21-23 then the rest of our time we will be in raleigh/middleof nowwhereville it will be fun!,5
"Went in to hospital for a few hours, but they stopped the contractions.  I still don't know if that's good or bad, lol.  I'm 34 1/2 weeks, so it is still a little early...guess we'll wait :)  Besides, I don't want to share my birthday with anyone!!",5
ready to wach the game! GO BEARS!,5
just got back from the dew tour! got to chill with ryan sheckler and a bunch more pro skaters,5
feels so happy! Wouldn't care if I died right now :),5
"so happy, just got my truck earlier this afternoon, taking my driving test in the morning. finally 16 now that it's june 10th. =)",5
"About to get on the road back to Ocala, Thank GOD for giving me the strength....        Because this 6 days a week traveling back n forth is crazzzzzy !        And to alll my FB friends i want to see yall in church tommorow especially u TRINA, U need it the most.",5
who in the world is Mouhamed Ali Mido?????? hes kinda creepy,5
Good game guys! We finally won by more then one goal and it put us in the semis :),5
I'M SO BORED! NUTHINZ ON MY MIND,5
Thanks for all the birthday wishes~~may you all have the same blessing also =P,5
See those NY Giants tonight! Sure it's pre-season but that defense is going to be nasty this year. Good luck to everyone else,5
bejeweled blitz!!  =],5
"Loving life! Ready for a fresh start and warm weather in Georgia then off to Lackland (hopefully) to go push flights with one of my closest friends! If life could get any better, my car would me made of chocolate!",5
Be who you are and say what you feel because those who mind don't matter and those who matter don't mind!,5
today MAHA SHIVRATRI trust him and pray to him his blessings will shower like a rain......OM NAMASHIVAYA,5
Merry Christmas!,5
"My sweet boy is at the Vet today to have blood drawn to check his medication levels.  He had a seizure late Sunday night and they have to see if his medication needs to be increased.  Poor guy, but at least he was excited to go to the Vet!!! :-)",5
Merry Christmas to all and to all a good night!,5
is wanting to go white-water rafting this summer in Colorado! Who wants to join me for some fun?,5
Excited for the weather this week. I am so ready for winter to be over!,5
had a blast at the suns game! thank you <PERSON>!,5
"My idea of fun...is killing everyone!\\""""",5
One more week till we move to jersey! Bitter sweet,5
Huhuuh :( skool holidays is ending soon! So soon!,5
is all packed to go to France tonight!  Woohoo!,5
If we dont fight for what we believe in what would be the point of living? Use your voice and stand up for something!,5
wow! i absolutly live in a house w/damn fools  i got one on the for talkin to me on the phone and she aint even related idr y she was i got one in the room screamin bitchin for that reason she was phone then i got one damn that aint nobody listen to askin who i'm on the phone with no yo damn bidness god! what am i gon do and i'm still half awake,5
"Quotes from tiffs b-day...OMG! My pants have gone AWOL!... Why does it feel like someone pissed on me! Are those special brownies! Made with happieness! There's no point... It's dead, there's no point ( bliss laughing maniacally)",5
Just got my DREMEL! Thanks to Riz Kid. I'mma be  killen' the jewelrey now dude.,5
would like to thank all of you who wished me a happy birthday today!,5
YAY! Got in the classes I need!,5
I love Daniel with aaaaaaaaaaalllllllllllll of my heart :):):) Love<PERSON> xxxxx,5
great birthday-great friends-i'm such a lucky girl---zoo today!,5
2 days til I'm back in the US baby!,5
i'm not dirty as yo think I am!,5
When did adults forget how to talk to when another? Now they just talk to each others lawyers??!!,5
Is very thankful that it is over!! Thanks to everyone that came to the wedding,5
"Started blogging, now let's try and keep it up!",5
whatta day!! lost my blue slip and my tickler. huhu.. now my salary is endangered as well as my board exam. ....slowly losing my mind... and the week is just starting.,5
Thank you everyone for the birthday wishes!  I had a great day!,5
"If You live to be a Hundred years, I want to live to be a Hundred minus one Day so that I never have to live without you. LOVE<PERSON>! :)",5
rabbit! tomorrow,5
School is about to start!,5
holy wind from hell Batman! where's the damn rain? the dirt is blowing in my eyes.,5
I wasn't a hockey fan but last night was at the Sharks game and it was off the hook! Had sick seats and now a fan!,5
jesus.... everyones geting so old including me! noooo i dont want to be a old fart 8D,5
two epic gigs in 1 week! Wooop!,5
Cant stand it!,5
up the worlds a$$ that what i think right now sorry if anyone might be offended by that,5
not in the mood to work...have a slight fever...my right arm really hurts...badly misses someone...my printer is out of order! what a bad day!!,5
I have no time to waste!!!,5
oh shit ! i just got done with my homework like ..... lol but no 4real i did .... lol,5
I have been without my boys for 2 days and I still haven't accomplished half of what I wanted to do!!!  My time management sux!,5
I'm not sure what's wrong... But it's probably your fault!,5
going to vegas tomorrow. Phantom of the opera here i come!,5
I am so exhausted after a long day at work. I need a foot massage! :),5
holy cows eating corn chips! i have friends!? XD,5
